size,wer,speed,quotes,nwords,class
tiny,0.0,0.5991289615631104,let's pause and come back later,6,FasterWhisper
tiny,0.0,0.503021240234375,stop what you're doing,4,FasterWhisper
tiny,0.0,0.5073168277740479,let's take a short intermission,5,FasterWhisper
tiny,0.0,0.4938318729400635,Let's take a break.,4,FasterWhisper
tiny,0.0,0.5630309581756592,Pause for a bit.,4,FasterWhisper
tiny,0.0,0.5091769695281982,Hold on a moment.,4,FasterWhisper
tiny,0.0,0.49610328674316406,Let's regroup.,2,FasterWhisper
tiny,0.0,0.6345438957214355,Let's take a breather.,4,FasterWhisper
tiny,0.3333333333333333,0.5769309997558594,Let's halt temporarily.,3,FasterWhisper
tiny,0.0,0.5157887935638428,Let's take a recess.,4,FasterWhisper
tiny,0.0,0.4964721202850342,Let's reflect briefly.,3,FasterWhisper
tiny,0.6666666666666666,0.5581700801849365,Take a timeout.,3,FasterWhisper
tiny,0.0,0.5706789493560791,Let's rest up.,3,FasterWhisper
tiny,0.0,0.5578978061676025,Let's come back later.,4,FasterWhisper
tiny,0.0,0.5433039665222168,Put it aside for now.,5,FasterWhisper
tiny,0.0,0.5366959571838379,Hold off a bit.,4,FasterWhisper
tiny,0.0,0.5226848125457764,Take a short break.,4,FasterWhisper
tiny,0.0,0.5292341709136963,Let's refocus.,2,FasterWhisper
tiny,0.0,0.48426198959350586,Take a hiatus.,3,FasterWhisper
tiny,0.3333333333333333,0.5418050289154053,Take a breather.,3,FasterWhisper
tiny,0.0,0.5235021114349365,Put it on hold.,4,FasterWhisper
tiny,0.0,0.5401899814605713,Take a quick pause.,4,FasterWhisper
tiny,0.0,0.6500520706176758,Let's assess briefly.,3,FasterWhisper
tiny,0.0,0.42305684089660645,"No, stop.",2,FasterWhisper
tiny,0.0,0.4196012020111084,Hey robot stop,3,FasterWhisper
tiny,0.0,0.4250071048736572,stop now,2,FasterWhisper
tiny,0.0,0.48167991638183594,"stop, stop, stop",3,FasterWhisper
tiny,0.0,0.4229469299316406,stop for a while,4,FasterWhisper
tiny,0.0,0.39029717445373535,hold on,2,FasterWhisper
tiny,0.25,0.4365088939666748,hold on a sec,4,FasterWhisper
tiny,inf,0.4003438949584961,,0,FasterWhisper
tiny,0.0,0.45411205291748047,please continue,2,FasterWhisper
tiny,0.0,0.39385414123535156,let's continue,2,FasterWhisper
tiny,0.0,0.42995214462280273,pick up where we left off,6,FasterWhisper
tiny,0.0,0.42316603660583496,let's get back to it,5,FasterWhisper
tiny,0.0,0.390761137008667,get back,2,FasterWhisper
tiny,1.0,0.40230822563171387,restart,1,FasterWhisper
tiny,0.0,0.4259309768676758,restart our journey,3,FasterWhisper
tiny,0.0,0.3867778778076172,carry on,2,FasterWhisper
tiny,0.0,0.3914151191711426,keep going,2,FasterWhisper
tiny,0.0,0.45542311668395996,keep moving,2,FasterWhisper
tiny,0.0,0.4771599769592285,keep walking,2,FasterWhisper
tiny,0.0,0.4133749008178711,don't stop now,3,FasterWhisper
tiny,0.0,0.3816237449645996,continue from here,3,FasterWhisper
tiny,0.0,0.4147927761077881,let's move forward,3,FasterWhisper
tiny,0.0,0.43279218673706055,back to business,3,FasterWhisper
tiny,0.0,0.39623498916625977,let's keep working,3,FasterWhisper
tiny,0.0,0.40310215950012207,continue what you were doing,5,FasterWhisper
tiny,0.0,0.42760324478149414,let's finish what we started,5,FasterWhisper
tiny,0.0,0.4314112663269043,let's resume our previous task,5,FasterWhisper
tiny,0.0,0.48143601417541504,Proceed with the task.,4,FasterWhisper
tiny,0.0,0.645927906036377,proceed,1,FasterWhisper
tiny,0.0,0.6361029148101807,proceed with your plan,4,FasterWhisper
tiny,0.0,0.5543003082275391,Resume our progress.,3,FasterWhisper
tiny,2.0,1.5026307106018066,resume,1,FasterWhisper
tiny,0.0,0.4965651035308838,resume our plan,3,FasterWhisper
tiny,0.0,0.5035519599914551,Pick up where we left off.,6,FasterWhisper
tiny,0.0,0.4552288055419922,Keep going from here.,4,FasterWhisper
tiny,0.0,0.4589817523956299,Carry on with the plan.,5,FasterWhisper
tiny,0.0,0.4261648654937744,Get back to the task.,5,FasterWhisper
tiny,0.0,0.3865180015563965,Continue the journey.,3,FasterWhisper
tiny,0.0,0.4489450454711914,Pick up the thread.,4,FasterWhisper
tiny,0.0,0.3848419189453125,Keep moving forward.,3,FasterWhisper
tiny,0.0,0.4049952030181885,Back to business.,3,FasterWhisper
tiny,0.0,0.4247860908508301,Restart our efforts.,3,FasterWhisper
tiny,0.0,0.40161895751953125,Continue from this point.,4,FasterWhisper
tiny,0.0,0.3917708396911621,Don't lose momentum.,3,FasterWhisper
tiny,0.0,0.42188119888305664,Carry on the project.,4,FasterWhisper
tiny,0.0,0.3959190845489502,Carry on,2,FasterWhisper
tiny,0.0,0.4439408779144287,Proceed with the plan.,4,FasterWhisper
tiny,0.0,0.45128512382507324,Resume our previous task.,4,FasterWhisper
tiny,0.0,0.42400574684143066,Keep pushing forward.,3,FasterWhisper
tiny,0.0,0.4421360492706299,Continue from where you were.,5,FasterWhisper
tiny,0.0,0.3662750720977783,Go on,2,FasterWhisper
tiny,0.0,0.369121789932251,Move on,2,FasterWhisper
tiny,3.0,0.3993568420410156,Go,1,FasterWhisper
tiny,2.0,0.43583011627197266,Move,1,FasterWhisper
tiny,0.0,0.38654303550720215,Move forward,2,FasterWhisper
tiny,0.0,0.4120500087738037,Resume the navigation,3,FasterWhisper
tiny,0.0,0.3900129795074463,"Continue, go back",3,FasterWhisper
tiny,0.0,0.384340763092041,continue,1,FasterWhisper
tiny,0.0,0.9888520240783691,continue what you're doing,4,FasterWhisper
tiny,0.0,0.7032270431518555,So let's start!,3,FasterWhisper
tiny,inf,0.5468728542327881,,0,FasterWhisper
tiny,0.0,0.4106571674346924,"Hello, robots.",2,FasterWhisper
tiny,0.0,0.39946579933166504,hey robot,2,FasterWhisper
tiny,0.0,0.4044058322906494,hello robot,2,FasterWhisper
tiny,0.0,0.40236806869506836,"hello, hello",2,FasterWhisper
tiny,0.0,0.3898029327392578,Hello?,1,FasterWhisper
tiny,0.0,0.40385985374450684,"hello, robot",2,FasterWhisper
tiny,0.0,0.4783768653869629,hi robot,2,FasterWhisper
tiny,0.0,0.45818591117858887,good morning robot,3,FasterWhisper
tiny,1.0,0.37178993225097656,morning,1,FasterWhisper
tiny,0.0,0.40553712844848633,good evening robot,3,FasterWhisper
tiny,0.0,0.40776801109313965,moin robot,2,FasterWhisper
tiny,0.0,0.3970601558685303,hey there,2,FasterWhisper
tiny,0.0,0.4584052562713623,good afternoon robot,3,FasterWhisper
tiny,0.5,0.47155094146728516,hello ruled b ut,4,FasterWhisper
tiny,1.0,0.42961573600769043,hello,1,FasterWhisper
tiny,1.0,1.2079050540924072,hi,1,FasterWhisper
tiny,0.0,0.42499399185180664,Can you hear me,4,FasterWhisper
tiny,0.0,0.41886019706726074,Can you hear me?,4,FasterWhisper
tiny,0.0,0.4587211608886719,"hey there, how are you doing?",6,FasterWhisper
tiny,0.0,0.45044922828674316,"good to see you again, robot",6,FasterWhisper
tiny,0.0,0.4393012523651123,"hi, what's up?",3,FasterWhisper
tiny,0.0,0.46767401695251465,"greetings, robot",2,FasterWhisper
tiny,0.0,0.40402793884277344,"hello, nice to meet you",5,FasterWhisper
tiny,0.0,0.45977330207824707,"hi there, how can I help you today?",8,FasterWhisper
tiny,0.0,0.41648101806640625,"what's cracking, robot?",3,FasterWhisper
tiny,0.0,0.4062511920928955,"yo, what's good?",3,FasterWhisper
tiny,0.0,0.4227921962738037,"hiya, how's your day going?",5,FasterWhisper
tiny,0.4,0.4193542003631592,"hello, how's life treating you?",5,FasterWhisper
tiny,0.0,0.3906097412109375,"Hey there, stranger.",3,FasterWhisper
tiny,1.0,0.4004521369934082,"G'day, robot.",2,FasterWhisper
tiny,0.0,0.43530797958374023,"Salutations, my metal friend.",4,FasterWhisper
tiny,0.0,0.4856889247894287,"Top of the morning to you, robot.",7,FasterWhisper
tiny,0.0,0.39530181884765625,"Howdy, partner.",2,FasterWhisper
tiny,1.5,0.40392613410949707,"Hola, robot.",2,FasterWhisper
tiny,1.0,0.3944990634918213,"Good day, mate.",3,FasterWhisper
tiny,1.0,0.3916008472442627,"Namaste, robot.",2,FasterWhisper
tiny,1.0,0.3905980587005615,"Hello, sunshine.",2,FasterWhisper
tiny,1.5,0.3899979591369629,"Aloha, robot.",2,FasterWhisper
tiny,1.0,0.3841552734375,"Well, hello there.",3,FasterWhisper
tiny,2.0,0.4074406623840332,"Sup, robot?",2,FasterWhisper
tiny,0.75,0.3943169116973877,"Hey, how's it going?",4,FasterWhisper
tiny,1.6666666666666667,0.46628522872924805,"Hey, what's happening?",3,FasterWhisper
tiny,1.2,0.43390583992004395,"Good to see you, robot.",5,FasterWhisper
tiny,0.8333333333333334,0.40760278701782227,"Hey, stranger, long time no see.",6,FasterWhisper
tiny,1.0,0.3974130153656006,"Hey, how have you been?",5,FasterWhisper
tiny,1.25,0.41315412521362305,"What's up, my friend?",4,FasterWhisper
tiny,1.0,0.43073391914367676,"Hey, hope you're doing well.",5,FasterWhisper
tiny,0.75,0.3907160758972168,"Yo, what's the word?",4,FasterWhisper
tiny,0.3333333333333333,0.4056119918823242,"Hi, what's up?",3,FasterWhisper
tiny,0.6666666666666666,0.36473703384399414,Hey. What's up?,3,FasterWhisper
tiny,0.5,0.3978590965270996,wake up,2,FasterWhisper
tiny,0.6666666666666666,0.3925900459289551,"wake up, robot",3,FasterWhisper
tiny,1.6666666666666667,0.40530991554260254,please wake up,3,FasterWhisper
tiny,1.0,0.3862271308898926,"Hey, can you hear me",5,FasterWhisper
tiny,1.0,0.36916399002075195,HEAR,1,FasterWhisper
tiny,inf,0.38896918296813965,,0,FasterWhisper
tiny,1.0,1.2871606349945068,yes,1,FasterWhisper
tiny,3.0,0.3859128952026367,yuh,1,FasterWhisper
tiny,1.0,1.2774691581726074,"Yes, I do.",3,FasterWhisper
tiny,2.0,0.3751039505004883,indeed,1,FasterWhisper
tiny,1.5,0.3804960250854492,of course,2,FasterWhisper
tiny,1.0,0.35519981384277344,that sounds good,3,FasterWhisper
tiny,1.0,0.3861830234527588,yeah,1,FasterWhisper
tiny,1.0,1.2467219829559326,right,1,FasterWhisper
tiny,4.0,0.3936939239501953,yep,1,FasterWhisper
tiny,1.0,0.4116830825805664,uh-huh,2,FasterWhisper
tiny,1.0,0.3810858726501465,correct,1,FasterWhisper
tiny,2.5,0.4025609493255615,that's correct,2,FasterWhisper
tiny,1.0,0.35964012145996094,"Oh, this is very quick.",5,FasterWhisper
tiny,1.0,0.3825099468231201,absolutely,1,FasterWhisper
tiny,1.0,0.3840324878692627,affirmative,1,FasterWhisper
tiny,1.0,0.36658716201782227,affirmed,1,FasterWhisper
tiny,2.0,0.39563703536987305,definitely,1,FasterWhisper
tiny,1.0,0.38224196434020996,for sure,2,FasterWhisper
tiny,2.0,0.3727748394012451,sure,1,FasterWhisper
tiny,1.5,0.4561316967010498,you bet,2,FasterWhisper
tiny,1.0,0.4020981788635254,without a doubt,3,FasterWhisper
tiny,1.0,0.41367006301879883,positively,1,FasterWhisper
tiny,2.0,0.46544694900512695,positive,1,FasterWhisper
tiny,2.0,0.40796327590942383,agreed,1,FasterWhisper
tiny,1.0,0.37700414657592773,I agree,2,FasterWhisper
tiny,1.5,0.3937070369720459,sure thing,2,FasterWhisper
tiny,1.0,0.45226621627807617,"Yes, that's correct.",3,FasterWhisper
tiny,2.0,0.3935408592224121,Absolutely.,1,FasterWhisper
tiny,1.0,0.3762638568878174,That's right.,2,FasterWhisper
tiny,2.0,0.41133618354797363,I agree.,2,FasterWhisper
tiny,1.0,0.3872802257537842,You're spot on.,3,FasterWhisper
tiny,3.0,0.38782596588134766,Precisely.,1,FasterWhisper
tiny,1.0,0.3758101463317871,I concur.,2,FasterWhisper
tiny,2.0,0.3863868713378906,Indeed.,1,FasterWhisper
tiny,6.0,0.42713212966918945,Correctamundo.,1,FasterWhisper
tiny,0.8333333333333334,0.3708350658416748,That's exactly what I was thinking.,6,FasterWhisper
tiny,1.0,0.3908650875091553,exactly,1,FasterWhisper
tiny,1.0,0.46080803871154785,"yeah, exactly",2,FasterWhisper
tiny,1.0,0.5171582698822021,"oh, yes",2,FasterWhisper
tiny,1.0,0.36923789978027344,"emm, yes",2,FasterWhisper
tiny,1.0,0.3910391330718994,Roger that.,2,FasterWhisper
tiny,3.0,0.416461706161499,Affirmative.,1,FasterWhisper
tiny,1.0,0.44541215896606445,You got it.,3,FasterWhisper
tiny,1.0,0.3923618793487549,No doubt about it.,4,FasterWhisper
tiny,1.3333333333333333,0.414776086807251,Right you are.,3,FasterWhisper
tiny,0.75,0.38373708724975586,Sounds good to me.,4,FasterWhisper
tiny,0.5,0.37729716300964355,sound good,2,FasterWhisper
tiny,2.5,0.4003007411956787,sound great,2,FasterWhisper
tiny,1.0,0.38890504837036133,I'm with you on that.,5,FasterWhisper
tiny,0.3333333333333333,0.3875730037689209,You're absolutely right.,3,FasterWhisper
tiny,1.5,0.45589613914489746,you're right,2,FasterWhisper
tiny,1.0,0.387315034866333,That's the ticket.,3,FasterWhisper
tiny,0.3333333333333333,0.3601548671722412,"Bingo, that's it.",3,FasterWhisper
tiny,1.0,0.3737800121307373,that's it,2,FasterWhisper
tiny,1.0,0.3643152713775635,bingo,1,FasterWhisper
tiny,1.0,0.37531590461730957,perfect,1,FasterWhisper
tiny,1.0,0.37569403648376465,great,1,FasterWhisper
tiny,1.0,0.35597705841064453,amazing,1,FasterWhisper
tiny,1.0,0.35770082473754883,wonderful,1,FasterWhisper
tiny,3.0,0.38564300537109375,Cool.,1,FasterWhisper
tiny,1.0,0.418255090713501,Go for it.,3,FasterWhisper
tiny,2.0,0.38843512535095215,Okay. Okay.,2,FasterWhisper
tiny,1.0,0.38483405113220215,thats what i said,4,FasterWhisper
tiny,1.0,0.3687739372253418,you heard that right,4,FasterWhisper
tiny,1.0,0.3794398307800293,spot on,2,FasterWhisper
tiny,1.5,0.3885011672973633,close enough ,2,FasterWhisper
tiny,1.6666666666666667,0.41518521308898926,"sure, thats close  ",3,FasterWhisper
tiny,1.0,0.3783299922943115,i think thats what was said,6,FasterWhisper
tiny,1.5,0.369534969329834,"basically, yeah",2,FasterWhisper
tiny,1.0,0.37354207038879395,you understood correctly ,3,FasterWhisper
tiny,0.0,0.37535905838012695,that's it ,2,FasterWhisper
tiny,inf,0.35564589500427246,,0,FasterWhisper
tiny,2.0,0.3651618957519531,no,1,FasterWhisper
tiny,1.0,0.354295015335083,nah,1,FasterWhisper
tiny,1.0,0.35136890411376953,negative,1,FasterWhisper
tiny,1.0,0.36695003509521484,false,1,FasterWhisper
tiny,1.0,1.352219820022583,don't,1,FasterWhisper
tiny,1.0,0.3626861572265625,nay,1,FasterWhisper
tiny,1.0,0.3984866142272949,never,1,FasterWhisper
tiny,2.0,0.40180420875549316,never ever,2,FasterWhisper
tiny,0.75,0.3655831813812256,I don't think so,4,FasterWhisper
tiny,0.6666666666666666,0.37418103218078613,don't like that,3,FasterWhisper
tiny,1.0,0.3615601062774658,don't do this,3,FasterWhisper
tiny,1.0,0.35513806343078613,no way,2,FasterWhisper
tiny,1.0,0.35869312286376953,not really,2,FasterWhisper
tiny,1.5,0.39511799812316895,I disagree,2,FasterWhisper
tiny,0.3333333333333333,0.3699216842651367,that's not true,3,FasterWhisper
tiny,0.5,0.3671150207519531,Not true,2,FasterWhisper
tiny,1.0,0.3579740524291992,Not correct,2,FasterWhisper
tiny,2.0,0.4531707763671875,Incorrect,1,FasterWhisper
tiny,1.0,0.357388973236084,Not right,2,FasterWhisper
tiny,1.3333333333333333,0.4213681221008301,not at all,3,FasterWhisper
tiny,0.75,0.3642301559448242,"I'm sorry, but no",4,FasterWhisper
tiny,0.5,0.37268877029418945,"unfortunately, no",2,FasterWhisper
tiny,2.5,0.38930797576904297,"sorry, no",2,FasterWhisper
tiny,0.8,0.3500096797943115,that doesn't work for me,5,FasterWhisper
tiny,1.0,0.41324329376220703,won't work,2,FasterWhisper
tiny,0.75,0.3838677406311035,"no, that won't work",4,FasterWhisper
tiny,1.0,0.341094970703125,"no, you're wrong",3,FasterWhisper
tiny,6.0,0.4109969139099121,wrong!,1,FasterWhisper
tiny,1.0,0.3797271251678467,I can't say yes to that,6,FasterWhisper
tiny,1.0,0.37987613677978516,that's not what I want,5,FasterWhisper
tiny,1.0,0.36487793922424316,I'm afraid not,3,FasterWhisper
tiny,1.0,0.36498403549194336,I must decline,3,FasterWhisper
tiny,5.0,0.41050219535827637,declined,1,FasterWhisper
tiny,1.0,0.3731389045715332,"Sorry, but that's not possible",5,FasterWhisper
tiny,1.4,0.38390398025512695,I can't agree with that,5,FasterWhisper
tiny,0.7142857142857143,0.35037827491760254,I'm going to have to say no,7,FasterWhisper
tiny,2.0,0.3819427490234375,I say no,3,FasterWhisper
tiny,0.8571428571428571,0.34731531143188477,I don't think that's a good idea,7,FasterWhisper
tiny,1.0,0.3480660915374756,I respectfully decline,3,FasterWhisper
tiny,0.6666666666666666,0.3684718608856201,That's a negative,3,FasterWhisper
tiny,2.0,0.3687448501586914,"No, negative",2,FasterWhisper
tiny,0.75,0.34835386276245117,That's simply not true,4,FasterWhisper
tiny,0.3333333333333333,0.3495779037475586,I'm not convinced,3,FasterWhisper
tiny,1.3333333333333333,0.35066699981689453,I'm not interested,3,FasterWhisper
tiny,1.25,0.37152910232543945,I don't like this,4,FasterWhisper
tiny,1.0,0.35421085357666016,I'm afraid I have to disagree,6,FasterWhisper
tiny,1.0,0.3500978946685791,Not in a million years,5,FasterWhisper
tiny,1.5,0.35869884490966797,No chance,2,FasterWhisper
tiny,1.3333333333333333,0.3692762851715088,That's not happening,3,FasterWhisper
tiny,1.0,0.3640589714050293,That's out of the question,5,FasterWhisper
tiny,1.25,0.3737468719482422,I can't support that,4,FasterWhisper
tiny,1.0,0.35144901275634766,I'm not willing to do that,6,FasterWhisper
tiny,1.25,0.3658299446105957,I don't believe so,4,FasterWhisper
tiny,1.0,0.3372468948364258,I have to reject that idea,6,FasterWhisper
tiny,2.0,0.3525969982147217,Rejected,1,FasterWhisper
tiny,1.0,0.3557307720184326,I reject,2,FasterWhisper
tiny,0.5,0.35210227966308594,not good,2,FasterWhisper
tiny,2.0,0.3838071823120117,not very good,3,FasterWhisper
tiny,0.8333333333333334,0.35567522048950195,that sounds like a bad plan,6,FasterWhisper
tiny,1.0,0.34107017517089844,that's bad,2,FasterWhisper
tiny,2.0,0.3572380542755127,bad,1,FasterWhisper
tiny,1.0,0.3588132858276367,heck no,2,FasterWhisper
tiny,1.0,0.3447129726409912,What no more,3,FasterWhisper
tiny,1.0,0.35630226135253906,Oh shoot,2,FasterWhisper
tiny,1.5,0.35781311988830566,No! Stop!,2,FasterWhisper
tiny,1.3333333333333333,0.36017704010009766,"no, you misunderstood",3,FasterWhisper
tiny,0.75,0.33892202377319336,that's not quite right,4,FasterWhisper
tiny,0.0,0.3399810791015625,not about ,2,FasterWhisper
tiny,inf,0.9570879936218262,,0,FasterWhisper
tiny,1.0,0.335493803024292, 1.5% 1.5% 1.5% 1.5% 1.5% 1.5%,6,FasterWhisper
tiny,21.0,2.5440762042999268, You,1,FasterWhisper
tiny,1.1428571428571428,0.4035210609436035, 1.5G 2.5G 1.5G 1.5G 1.5G 1.5G 1.5G,7,FasterWhisper
tiny,0.0,0.41176295280456543, Let's do it right. Let's do it right.,8,FasterWhisper
tiny,inf,1.3107991218566895,,0,FasterWhisper
tiny,inf,0.4007229804992676,............,0,FasterWhisper
tiny,1.0,0.468966007232666,what the heck so much someone goes tears,8,FasterWhisper
tiny,1.0,0.39311885833740234,"Um, Um, um, uh, um, um, um,",7,FasterWhisper
tiny,1.0,0.41612958908081055,activate. An X.,3,FasterWhisper
tiny,1.0,0.37316203117370605,U grossity hg,3,FasterWhisper
tiny,1.3333333333333333,0.3827641010284424,I knew it.,3,FasterWhisper
tiny,1.0,0.35495710372924805,The I not not,4,FasterWhisper
tiny,3.5,0.43897008895874023,Just like.,2,FasterWhisper
tiny,1.0,0.3856840133666992,But. But. But. But. But. But.,6,FasterWhisper
tiny,5.333333333333333,0.5064561367034912,is eating banjim.,3,FasterWhisper
tiny,0.9375,0.42697596549987793,"Oh, I don't know. I don't know what to do. I don't know what to do.",16,FasterWhisper
tiny,3.8,0.5753910541534424,Denise uhhhhh arguing what and,5,FasterWhisper
tiny,1.0,0.5460717678070068,"I am not Beau, very good woman I am even after sitting on the stage So I usually need",19,FasterWhisper
tiny,1.0,0.42251086235046387,"Yeah, I thought I'm here. What you were here, what you were in English.",14,FasterWhisper
tiny,1.0,0.39932703971862793,Pen enthusiasm American,3,FasterWhisper
tiny,1.0,1.431852102279663,"No, I Twenty.",3,FasterWhisper
tiny,5.0,0.38700008392333984,a,1,FasterWhisper
tiny,1.0,0.48816895484924316,You have split out here.,5,FasterWhisper
tiny,4.4,0.6815543174743652,Now we'll raise this hole.,5,FasterWhisper
tiny,0.9565217391304348,0.35735416412353516,"I think I will follow up with Sana If you like this version of old-school favourite, I'll apply it in B Hafez",23,FasterWhisper
tiny,1.0,0.35710716247558594,you,1,FasterWhisper
tiny,inf,0.41258811950683594,...,0,FasterWhisper
tiny,1.7142857142857142,0.5462121963500977,"You know, we don't shoot our ways",7,FasterWhisper
tiny,1.0,0.4201078414916992,It's not so bad. It's not so bad. It's not so bad.,12,FasterWhisper
tiny,2.25,0.5108819007873535,I can't wait a while for this party,8,FasterWhisper
tiny,0.8947368421052632,0.43269991874694824,"I think I'm going to leave the link back. Well, maybe you won't have to go get the plan.",19,FasterWhisper
tiny,1.0,0.38442492485046387,"No, no, she didn't touch the phone at the end.",10,FasterWhisper
tiny,1.0,0.34234118461608887,This is aweaa,3,FasterWhisper
tiny,13.0,0.4358828067779541,Silence.,1,FasterWhisper
tiny,0.9230769230769231,0.3663780689239502,"Egypt would stand in a potion that was stroke, and suppose to die.",13,FasterWhisper
tiny,1.0,0.42540788650512695, And you are.,3,FasterWhisper
tiny,1.0,0.3557701110839844, eSR for Fl,3,FasterWhisper
tiny,1.0,0.38044309616088867, Passion love. When.,3,FasterWhisper
tiny,1.6666666666666667,0.36405205726623535, That's Psy dealers.,3,FasterWhisper
tiny,1.8,0.4246480464935303, And I got over there.,5,FasterWhisper
tiny,1.0,0.42995309829711914, When is the year Motor pick upimage,7,FasterWhisper
tiny,1.0,0.4052858352661133,I'll apply it in B Hafez,6,FasterWhisper
tiny,1.0,0.4313018321990967," Well, good, good. You can.",5,FasterWhisper
tiny,1.0,0.42584705352783203," Okay. Oh, it's saying something.",5,FasterWhisper
tiny,1.25,8.273638248443604," So, that does it.",4,FasterWhisper
tiny,1.0,0.3414483070373535,"But, uh, Uh, Uh, Uh, Uh, Uh, Uh, Uh, Uh, Uh,",11,FasterWhisper
tiny,4.0,0.41404080390930176, there.,1,FasterWhisper
tiny,1.0,1.2141578197479248,Pause. Pause. Pause. Pause. Pause.,5,FasterWhisper
tiny,2.0,2.735233783721924, A,1,FasterWhisper
tiny,1.5,0.3866541385650635,Zhuangzong hat,2,FasterWhisper
tiny,2.5,0.40165090560913086," Oh, oh.",2,FasterWhisper
tiny,7.25,0.6164302825927734,Silence. Silence. Silence. Silence.,4,FasterWhisper
tiny,0.9655172413793104,0.4247753620147705, There is a question. I think we have to get started. There is a question. I think we have to get started. I think we have to get started.,29,FasterWhisper
tiny,1.0,0.3668539524078369, What is the purpose of evidence that Application and fined,10,FasterWhisper
tiny,1.0,0.3693208694458008, My tasks are there.,4,FasterWhisper
tiny,1.0,0.38844895362854004, I think it's all.,4,FasterWhisper
tiny,1.0,0.392009973526001, ready. So I think like,5,FasterWhisper
tiny,2.5,3.507153034210205, uh here hero but,4,FasterWhisper
tiny,1.0,0.35690808296203613,and and and and and and and,7,FasterWhisper
tiny,2.0,0.3685147762298584, Three.,1,FasterWhisper
tiny,1.0,0.3764181137084961, You What?,2,FasterWhisper
tiny,3.0,0.3635997772216797,AMazz,1,FasterWhisper
tiny,1.0,0.3554069995880127,Give me good.,3,FasterWhisper
tiny,1.0,0.3553049564361572,We can.,2,FasterWhisper
tiny,2.0,0.37050437927246094,I,1,FasterWhisper
tiny,3.0,0.41103482246398926,Or.,1,FasterWhisper
tiny,4.0,0.389117956161499,".\""\"" diesel",1,FasterWhisper
tiny,1.75,0.39634108543395996,Click the subscribe button.,4,FasterWhisper
tiny,1.0,0.3881967067718506,Do you wish to get a job?,7,FasterWhisper
tiny,1.4,0.4411129951477051, is is is is is,5,FasterWhisper
tiny,1.5714285714285714,0.48512983322143555,"One, two, three, and one, two, three.",7,FasterWhisper
tiny,1.0,0.36318325996398926,I'm worried. Do you wish to find a way to follow? ,11,FasterWhisper
tiny,3.0,0.3587839603424072, cameras.,1,FasterWhisper
tiny,2.3333333333333335,0.3807229995727539,Thanks for watching!,3,FasterWhisper
tiny,3.4285714285714284,0.5863139629364014,Do you want to take that one?,7,FasterWhisper
